date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:37:56	29640/29640	---M--	200	added ('OK')	application/font-woff	etag:%2262275f6f-73c8%22	https://bepatrickdavid.com/63fd0369caf0b9c4a2de.woff	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/63fd0369caf0b9c4a2de.woff	(from https://bepatrickdavid.com/main.bundle.css)
14:37:56	96/96	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260-5d9d82a8d359f%22	https://bepatrickdavid.com/e875b74c93b2774ca7153989a8e7c161.svg	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/e875b74c93b2774ca7153989a8e7c161.svg	(from https://bepatrickdavid.com/main.bundle.css)
14:37:56	110154/110154	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262275f6f-1ae4a%22	https://bepatrickdavid.com/042c8296366ef429f744.eot	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/042c8296366ef429f744.eot	(from https://bepatrickdavid.com/main.bundle.css)
14:37:57	110154/110154	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262275f6f-1ae4a%22	https://bepatrickdavid.com/042c8296366ef429f744.eot?	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/042c8296366ef429f744d41d.eot	(from https://bepatrickdavid.com/main.bundle.css)
14:37:57	35636/35636	---M--	200	added ('OK')	font/woff2	etag:%2262275f6e-8b34%22	https://bepatrickdavid.com/5f6a68c6046cfa976287.woff2	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/5f6a68c6046cfa976287.woff2	(from https://bepatrickdavid.com/main.bundle.css)
14:37:57	50164/50164	---M--	200	added ('OK')	application/font-woff	etag:%2262275f70-c3f4%22	https://bepatrickdavid.com/378c36c4ce49ea496b29.woff	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/378c36c4ce49ea496b29.woff	(from https://bepatrickdavid.com/main.bundle.css)
14:37:57	96/96	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260-5d9d82a8df11f%22	https://bepatrickdavid.com/c562a1ecee182460a3b5fcfd212af76c.svg	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/c562a1ecee182460a3b5fcfd212af76c.svg	(from https://bepatrickdavid.com/main.bundle.css)
14:37:58	49892/49892	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262275f79-c2e4%22	https://bepatrickdavid.com/f8280f5b2505198c871d.eot	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/f8280f5b2505198c871d.eot	(from https://bepatrickdavid.com/main.bundle.css)
14:37:58	49892/49892	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262275f79-c2e4%22	https://bepatrickdavid.com/f8280f5b2505198c871d.eot?	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/f8280f5b2505198c871dd41d.eot	(from https://bepatrickdavid.com/main.bundle.css)
14:37:58	12976/12976	---M--	200	added ('OK')	font/woff2	etag:%2262275f71-32b0%22	https://bepatrickdavid.com/6583c546cb9f680cdecc.woff2	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/6583c546cb9f680cdecc.woff2	(from https://bepatrickdavid.com/main.bundle.css)
14:37:58	16232/16232	---M--	200	added ('OK')	application/font-woff	etag:%2262275f70-3f68%22	https://bepatrickdavid.com/72ef0cc1b710f3c30bfd.woff	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/72ef0cc1b710f3c30bfd.woff	(from https://bepatrickdavid.com/main.bundle.css)
14:37:59	96/96	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260-5d9d82a8c5310%22	https://bepatrickdavid.com/666f32e227f670c49653acf800cfaa4b.svg	C:/Mes%20Sites%20Web/portfolio/bepatrickdavid.com/666f32e227f670c49653acf800cfaa4b.svg	(from https://bepatrickdavid.com/main.bundle.css)
